Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
18/6/2007;18:48:00;0.172;0.122;240.000;0.800;0.000;1.000;0.000
3/11/2007;23:20:00;0.286;0.086;243.460;1.200;0.000;0.000;0.000
12/7/2010;12:00:00;1.236;0.368;238.510;5.400;0.000;1.000;12.000
11/7/2007;14:01:00;0.128;0.000;237.870;0.600;0.000;0.000;0.000
19/12/2008;00:53:00;0.372;0.100;242.040;1.600;0.000;0.000;0.000
15/6/2008;08:12:00;0.380;0.228;237.520;1.800;0.000;1.000;1.000
24/8/2007;14:28:00;3.610;0.234;238.120;15.200;0.000;34.000;17.000
16/8/2010;06:22:00;0.268;0.050;241.850;1.400;0.000;0.000;1.000
2/10/2009;15:43:00;1.304;0.102;242.400;5.400;0.000;0.000;18.000
15/11/2010;06:14:00;0.304;0.088;246.830;1.200;0.000;1.000;0.000
26/10/2007;02:03:00;0.504;0.104;244.220;2.400;0.000;0.000;0.000
22/2/2009;07:49:00;0.412;0.078;243.600;1.600;0.000;0.000;0.000
8/7/2008;09:07:00;0.810;0.132;241.350;3.400;0.000;0.000;0.000
5/10/2008;19:25:00;0.324;0.084;241.640;1.400;0.000;0.000;1.000
19/9/2010;12:11:00;0.144;0.000;244.060;0.600;0.000;0.000;1.000
24/3/2007;03:16:00;0.290;0.094;245.860;1.200;0.000;1.000;0.000
1/11/2010;22:30:00;1.412;0.076;250.360;5.600;0.000;0.000;1.000
7/3/2010;03:03:00;0.444;0.000;246.830;1.800;0.000;0.000;1.000
8/10/2009;20:07:00;1.962;0.158;240.020;8.200;0.000;1.000;1.000
9/11/2009;10:11:00;1.318;0.000;242.320;5.400;0.000;0.000;18.000
5/12/2007;22:38:00;0.984;0.214;241.870;4.200;0.000;0.000;0.000
3/5/2010;07:31:00;1.844;0.054;234.300;7.800;0.000;0.000;17.000
17/5/2007;03:31:00;0.224;0.000;237.040;1.000;0.000;0.000;0.000
14/4/2010;18:45:00;0.340;0.102;242.480;1.400;0.000;0.000;0.000
21/8/2007;23:56:00;0.234;0.140;242.080;1.200;0.000;0.000;0.000
18/10/2010;01:48:00;0.418;0.212;241.360;1.800;0.000;1.000;1.000
6/7/2010;23:28:00;0.350;0.202;239.550;1.600;0.000;1.000;0.000
12/3/2007;07:01:00;5.136;0.058;240.170;21.400;0.000;0.000;18.000
17/7/2007;22:23:00;1.940;0.182;236.100;8.200;0.000;1.000;17.000
15/8/2007;04:55:00;0.232;0.172;239.420;1.200;0.000;1.000;0.000
15/4/2008;04:45:00;0.344;0.134;243.380;1.400;0.000;1.000;1.000
20/11/2009;09:53:00;1.796;0.000;239.920;7.400;0.000;0.000;19.000
4/7/2009;21:24:00;0.424;0.376;241.020;2.400;0.000;1.000;1.000
11/1/2009;03:31:00;0.234;0.000;251.730;1.000;0.000;0.000;0.000
17/11/2010;15:26:00;0.230;0.058;242.350;1.000;0.000;0.000;0.000
15/10/2009;04:33:00;0.382;0.184;242.160;1.600;0.000;1.000;0.000
30/8/2007;21:51:00;1.436;0.000;239.390;6.000;1.000;0.000;0.000
4/12/2008;11:38:00;1.324;0.066;240.050;5.400;0.000;0.000;18.000
18/9/2009;07:34:00;2.216;0.122;238.120;9.200;0.000;0.000;18.000
17/2/2009;21:43:00;0.382;0.000;243.790;1.600;0.000;0.000;0.000
25/12/2006;11:28:00;3.156;0.052;240.810;13.200;0.000;0.000;17.000
2/6/2007;13:06:00;1.276;0.410;234.410;6.600;0.000;2.000;0.000
7/1/2009;16:02:00;0.366;0.118;252.500;1.600;0.000;1.000;0.000
22/5/2008;13:36:00;0.156;0.000;239.750;0.600;0.000;0.000;1.000
24/5/2009;21:04:00;1.248;0.188;242.150;5.200;0.000;0.000;12.000
10/6/2009;00:48:00;0.242;0.000;241.430;1.000;0.000;0.000;0.000
25/2/2007;20:33:00;0.220;0.000;243.410;0.800;0.000;0.000;0.000
11/5/2008;23:41:00;0.170;0.000;244.800;0.600;0.000;0.000;1.000
21/4/2009;23:03:00;0.570;0.070;242.920;2.400;0.000;1.000;0.000
11/2/2010;03:42:00;0.506;0.320;245.690;2.400;0.000;1.000;1.000
2/7/2008;22:55:00;0.452;0.144;240.090;2.000;2.000;0.000;1.000
20/9/2010;08:59:00;1.430;0.180;240.880;6.000;0.000;0.000;19.000
29/10/2008;19:44:00;0.782;0.064;239.420;3.200;0.000;0.000;0.000
21/8/2009;19:02:00;1.582;0.320;239.820;6.600;0.000;1.000;18.000
6/1/2009;04:38:00;0.380;0.106;247.720;1.600;0.000;0.000;0.000
30/10/2007;07:20:00;0.364;0.204;242.790;1.600;0.000;1.000;0.000
26/1/2008;18:16:00;1.808;0.046;234.590;7.600;0.000;0.000;17.000
17/2/2009;13:33:00;0.392;0.198;239.850;1.800;0.000;1.000;0.000
6/9/2010;23:57:00;0.358;0.098;243.580;1.600;0.000;2.000;1.000
3/3/2009;13:33:00;1.430;0.118;241.120;6.000;0.000;0.000;17.000
23/7/2009;20:11:00;1.278;0.096;242.240;5.200;0.000;0.000;19.000
23/10/2009;06:39:00;0.242;0.000;244.270;1.000;0.000;0.000;1.000
1/8/2008;02:01:00;1.004;0.314;237.980;4.400;0.000;0.000;13.000
27/10/2008;03:16:00;0.212;0.048;245.100;0.800;0.000;0.000;0.000
1/7/2008;21:40:00;1.446;0.256;238.630;6.000;2.000;0.000;18.000
25/10/2009;02:48:00;2.658;0.178;240.610;11.000;39.000;1.000;1.000
7/5/2007;12:37:00;1.334;0.190;234.600;5.600;0.000;0.000;16.000
24/5/2008;14:39:00;1.276;0.096;239.550;5.200;0.000;0.000;18.000
27/2/2009;17:17:00;1.746;0.144;242.420;7.200;0.000;0.000;18.000
1/6/2010;16:39:00;0.396;0.000;241.260;1.600;0.000;1.000;1.000
19/7/2007;13:36:00;0.280;0.208;233.580;1.400;0.000;2.000;0.000
14/11/2007;20:40:00;2.190;0.070;238.600;9.000;0.000;0.000;18.000
25/6/2008;10:04:00;0.412;0.344;238.580;2.200;0.000;1.000;0.000
14/1/2007;13:31:00;1.566;0.154;241.990;6.400;0.000;0.000;18.000
10/6/2010;16:41:00;0.470;0.336;241.560;2.400;0.000;2.000;0.000
8/10/2009;15:57:00;0.428;0.242;242.470;2.000;0.000;1.000;0.000
3/2/2010;02:21:00;1.594;0.226;244.140;6.600;0.000;1.000;19.000
1/5/2008;18:29:00;0.246;0.000;240.440;1.000;0.000;0.000;1.000
19/9/2009;08:44:00;1.442;0.074;238.990;6.000;0.000;0.000;19.000
17/9/2009;03:45:00;0.390;0.254;244.820;1.800;0.000;1.000;1.000
15/4/2007;12:53:00;0.212;0.000;238.540;0.800;0.000;0.000;0.000
11/9/2010;04:11:00;0.334;0.192;243.490;1.600;0.000;0.000;1.000
5/3/2010;09:04:00;0.294;0.000;242.210;1.200;0.000;0.000;1.000
6/9/2009;12:59:00;1.582;0.220;245.140;6.400;1.000;0.000;19.000
18/2/2008;01:16:00;0.426;0.242;243.320;2.000;0.000;1.000;0.000
6/11/2008;15:53:00;0.920;0.000;243.280;4.000;0.000;0.000;0.000
22/8/2007;19:29:00;4.526;0.376;236.660;19.200;36.000;0.000;17.000
28/5/2007;23:56:00;0.394;0.168;235.370;1.800;0.000;0.000;0.000
8/4/2008;10:30:00;4.382;0.136;240.440;18.200;0.000;38.000;18.000
5/12/2008;17:47:00;1.818;0.072;240.950;7.400;0.000;0.000;0.000
25/5/2007;08:13:00;1.464;0.196;232.790;6.200;1.000;1.000;17.000
7/3/2008;04:17:00;0.276;0.000;243.460;1.200;0.000;0.000;0.000
23/2/2009;06:07:00;1.312;0.000;245.430;5.200;0.000;0.000;0.000
14/4/2008;08:01:00;1.698;0.000;240.190;7.000;0.000;0.000;18.000
5/8/2008;04:29:00;0.406;0.318;239.580;2.000;0.000;1.000;0.000
14/10/2008;07:06:00;1.846;0.258;235.430;7.800;0.000;1.000;17.000
26/10/2009;03:13:00;0.408;0.218;242.250;1.800;0.000;0.000;1.000
22/12/2008;11:40:00;2.112;0.166;240.460;8.800;0.000;2.000;18.000
28/12/2006;14:39:00;1.496;0.000;243.910;6.200;0.000;0.000;18.000
24/10/2010;07:50:00;0.362;0.084;243.670;1.400;0.000;2.000;1.000
18/11/2009;00:50:00;0.392;0.218;241.690;1.800;0.000;1.000;1.000
13/9/2010;06:01:00;0.142;0.000;240.330;0.600;0.000;0.000;0.000
26/2/2009;14:25:00;0.318;0.114;243.570;1.400;0.000;0.000;0.000
26/6/2007;12:59:00;0.198;0.106;240.130;1.000;0.000;1.000;0.000
13/9/2009;05:58:00;0.228;0.124;241.530;1.000;0.000;0.000;1.000
25/9/2007;06:52:00;2.420;0.098;235.550;11.200;0.000;0.000;17.000
28/12/2006;13:15:00;0.678;0.200;244.100;2.800;0.000;2.000;0.000
12/3/2010;20:47:00;0.758;0.102;243.410;3.000;0.000;0.000;1.000
4/4/2008;08:04:00;1.998;0.160;237.290;8.400;0.000;0.000;17.000
7/5/2007;13:33:00;1.698;0.452;232.910;7.400;0.000;2.000;16.000
20/1/2009;07:12:00;2.204;0.198;239.110;9.200;0.000;2.000;17.000
18/5/2008;09:56:00;0.808;0.220;239.540;3.400;0.000;0.000;1.000
14/6/2010;15:41:00;0.272;0.104;241.420;1.200;0.000;0.000;0.000
18/5/2010;07:00:00;1.662;0.046;240.620;6.800;0.000;0.000;19.000
30/3/2010;04:25:00;0.550;0.454;245.660;2.800;0.000;1.000;1.000
9/11/2007;17:30:00;1.400;0.000;235.650;5.800;0.000;0.000;17.000
7/3/2007;02:12:00;0.246;0.000;240.310;1.000;0.000;0.000;0.000
7/1/2008;13:48:00;0.316;0.090;242.410;1.400;0.000;0.000;0.000
11/6/2008;16:58:00;0.220;0.000;240.380;1.000;0.000;0.000;0.000
25/6/2008;16:11:00;0.518;0.358;240.580;3.800;0.000;0.000;1.000
4/4/2009;09:59:00;1.610;0.320;241.730;6.800;0.000;1.000;18.000
28/12/2008;21:01:00;0.202;0.000;241.370;0.800;0.000;0.000;0.000
11/7/2008;17:37:00;0.456;0.164;239.640;2.400;0.000;0.000;5.000
24/9/2007;10:56:00;0.248;0.176;236.400;1.200;0.000;1.000;0.000
20/12/2008;17:48:00;3.720;0.086;238.020;15.600;0.000;0.000;18.000
5/3/2008;18:29:00;4.328;0.168;236.370;18.200;0.000;37.000;0.000
26/3/2010;12:51:00;0.692;0.208;241.720;3.000;0.000;1.000;0.000
3/9/2010;07:59:00;1.492;0.086;239.310;6.200;0.000;1.000;18.000
10/7/2007;19:36:00;0.404;0.104;239.250;2.000;0.000;0.000;0.000
1/1/2010;21:03:00;0.466;0.176;245.270;2.000;0.000;0.000;1.000
22/5/2007;08:51:00;0.426;0.000;234.390;2.200;0.000;0.000;0.000
19/4/2008;11:39:00;1.648;0.148;239.110;7.000;0.000;0.000;18.000
31/5/2008;23:02:00;2.580;0.522;240.150;11.000;0.000;2.000;1.000
9/8/2009;05:09:00;0.140;0.000;243.610;0.600;0.000;0.000;1.000
5/8/2008;11:43:00;1.524;0.000;235.970;6.400;0.000;0.000;17.000
1/7/2007;20:00:00;0.852;0.204;238.820;3.800;0.000;1.000;0.000
6/9/2010;19:33:00;0.936;0.000;240.870;3.800;0.000;0.000;1.000
23/2/2007;07:29:00;2.362;0.000;239.550;9.800;0.000;0.000;19.000
27/5/2008;20:55:00;0.654;0.230;239.530;3.000;0.000;1.000;1.000
12/11/2007;04:51:00;0.244;0.000;241.050;1.000;0.000;0.000;0.000
16/9/2007;15:01:00;1.638;0.212;237.780;7.000;0.000;1.000;17.000
30/3/2007;20:14:00;0.812;0.202;237.070;3.400;0.000;1.000;0.000
18/4/2010;02:40:00;1.348;0.072;242.000;5.600;0.000;0.000;18.000
21/9/2008;03:04:00;0.158;0.000;242.480;0.600;0.000;0.000;1.000
21/11/2010;01:19:00;0.348;0.078;241.480;1.400;0.000;0.000;0.000
13/10/2007;22:01:00;3.690;0.054;235.020;15.600;0.000;3.000;17.000
27/12/2006;03:45:00;0.396;0.000;248.110;1.800;0.000;0.000;0.000
11/12/2009;07:49:00;2.438;0.240;240.210;10.200;0.000;0.000;18.000
8/6/2007;01:14:00;0.272;0.068;235.510;1.200;0.000;0.000;0.000
2/6/2007;21:17:00;0.480;0.194;235.080;2.200;0.000;2.000;0.000
5/9/2008;22:11:00;0.376;0.144;239.530;1.600;0.000;0.000;0.000
4/1/2008;18:27:00;1.880;0.062;236.080;8.000;0.000;0.000;17.000
11/9/2009;08:51:00;1.894;0.202;237.890;8.000;0.000;0.000;28.000
29/1/2010;19:39:00;0.406;0.160;243.820;1.800;0.000;0.000;1.000
22/3/2009;02:48:00;0.316;0.096;242.710;1.400;0.000;0.000;0.000
12/8/2007;15:57:00;0.276;0.226;238.290;1.400;0.000;0.000;0.000
10/8/2008;11:29:00;0.158;0.122;240.940;0.800;0.000;0.000;1.000
25/12/2006;12:52:00;3.128;0.466;242.290;13.600;30.000;0.000;0.000
12/12/2009;18:06:00;3.808;0.332;239.050;16.000;0.000;20.000;18.000
10/3/2008;07:52:00;1.366;0.000;239.700;5.600;2.000;0.000;17.000
7/2/2007;06:43:00;2.420;0.000;241.380;10.000;0.000;0.000;18.000
27/9/2007;14:44:00;0.204;0.000;240.310;0.800;0.000;0.000;0.000
26/4/2009;09:35:00;1.830;0.330;240.650;7.600;0.000;0.000;18.000
8/10/2010;09:15:00;1.404;0.000;238.170;5.800;0.000;0.000;18.000
25/2/2008;00:25:00;0.214;0.000;241.230;0.800;0.000;0.000;0.000
11/8/2010;16:16:00;0.254;0.118;240.590;1.200;0.000;0.000;1.000
25/11/2010;08:59:00;0.922;0.216;240.500;3.800;1.000;0.000;0.000
29/1/2007;21:37:00;1.470;0.182;239.540;6.200;1.000;2.000;0.000
28/12/2008;23:02:00;0.288;0.074;247.080;1.200;0.000;0.000;0.000
30/8/2010;13:52:00;1.346;0.000;241.720;5.600;2.000;0.000;19.000
9/11/2007;07:42:00;1.688;0.000;237.860;7.000;0.000;0.000;18.000
3/2/2009;13:50:00;1.848;0.106;243.370;8.200;7.000;2.000;18.000
10/1/2009;04:25:00;0.224;0.000;245.630;1.000;0.000;0.000;0.000
9/9/2007;07:58:00;0.196;0.094;239.140;0.800;0.000;1.000;0.000
11/3/2008;11:08:00;0.648;0.148;239.260;3.000;0.000;0.000;0.000
26/10/2010;09:05:00;3.206;0.328;236.070;14.000;0.000;37.000;1.000
30/6/2008;15:55:00;0.480;0.240;239.800;2.400;0.000;2.000;0.000
8/6/2008;04:31:00;0.240;0.118;243.010;1.000;0.000;1.000;1.000
9/12/2009;08:45:00;1.452;0.106;240.440;6.000;2.000;0.000;18.000
22/8/2008;18:48:00;0.170;0.142;241.500;0.800;0.000;1.000;1.000
9/10/2009;02:32:00;0.322;0.124;241.320;1.400;0.000;0.000;0.000
21/1/2009;11:55:00;1.390;0.058;244.690;5.600;0.000;0.000;19.000
20/4/2007;20:14:00;0.652;0.312;241.010;3.000;0.000;0.000;0.000
13/6/2008;14:12:00;2.100;0.256;236.970;9.600;0.000;29.000;1.000
19/7/2007;09:35:00;0.190;0.060;228.740;0.800;0.000;0.000;0.000
3/6/2009;22:12:00;1.236;0.222;239.700;5.200;0.000;0.000;1.000
3/3/2007;21:26:00;1.422;0.208;236.460;6.000;0.000;2.000;17.000
3/8/2008;19:09:00;0.212;0.102;234.190;1.000;0.000;1.000;0.000
30/11/2007;03:43:00;0.394;0.048;245.210;1.800;0.000;0.000;0.000
10/1/2010;00:30:00;1.400;0.000;247.240;5.600;0.000;0.000;19.000
21/7/2009;22:43:00;0.222;0.112;244.080;1.000;0.000;0.000;0.000
12/2/2007;23:37:00;1.412;0.084;243.680;5.800;0.000;0.000;18.000
28/12/2006;11:18:00;0.336;0.192;244.790;1.600;0.000;0.000;0.000
7/11/2008;14:24:00;1.582;0.048;241.190;6.600;0.000;1.000;18.000
2/3/2009;22:52:00;0.284;0.050;245.420;1.200;0.000;0.000;0.000
23/5/2010;03:58:00;0.438;0.244;243.030;2.000;0.000;0.000;0.000
19/11/2009;08:43:00;2.330;0.302;240.340;9.800;0.000;1.000;18.000
21/2/2008;02:24:00;0.412;0.254;246.020;2.000;0.000;2.000;0.000
8/7/2010;12:10:00;0.258;0.094;239.770;1.200;0.000;0.000;1.000
24/2/2009;03:17:00;0.228;0.000;244.600;1.000;0.000;0.000;0.000
2/6/2009;10:50:00;0.926;0.214;238.290;5.600;0.000;0.000;1.000
3/7/2009;22:48:00;0.846;0.144;244.130;3.400;0.000;0.000;12.000
20/2/2010;23:54:00;0.370;0.076;244.980;1.400;0.000;0.000;1.000
10/1/2010;02:25:00;0.358;0.168;244.620;1.600;0.000;1.000;1.000
9/5/2010;17:39:00;1.160;0.500;240.930;5.200;0.000;2.000;12.000
26/3/2007;15:13:00;0.266;0.000;245.200;1.200;0.000;0.000;0.000
15/8/2010;04:38:00;0.160;0.000;243.920;0.600;0.000;0.000;1.000
10/2/2010;14:05:00;1.300;0.000;242.280;5.200;0.000;17.000;0.000
2/8/2009;11:16:00;0.136;0.000;239.770;0.600;0.000;0.000;1.000
6/7/2010;12:10:00;0.248;0.062;240.100;1.000;0.000;0.000;1.000
23/4/2010;20:39:00;0.396;0.202;240.940;1.800;0.000;1.000;1.000
27/10/2009;03:44:00;1.402;0.112;241.770;5.800;0.000;0.000;19.000
3/7/2010;17:54:00;0.536;0.298;242.410;2.600;0.000;1.000;0.000
4/9/2007;06:13:00;0.216;0.126;240.160;1.000;0.000;0.000;0.000
23/4/2009;23:59:00;0.494;0.276;244.370;2.200;0.000;1.000;0.000
14/5/2007;01:47:00;1.332;0.112;236.940;5.600;0.000;0.000;17.000
7/9/2010;15:49:00;0.162;0.062;242.240;0.800;0.000;0.000;1.000
6/1/2009;12:00:00;1.366;0.066;244.400;5.600;0.000;0.000;18.000
19/9/2008;15:39:00;0.282;0.110;242.850;1.200;0.000;0.000;0.000
16/10/2010;23:53:00;0.516;0.328;241.790;2.400;0.000;1.000;1.000
22/2/2007;00:04:00;1.842;0.064;241.810;7.600;0.000;0.000;18.000
22/12/2009;07:15:00;3.784;0.268;242.410;15.600;0.000;0.000;19.000
16/5/2007;09:51:00;1.258;0.000;235.470;5.200;0.000;0.000;17.000
13/10/2007;03:32:00;0.400;0.206;239.170;1.800;0.000;1.000;0.000
28/5/2008;01:33:00;0.298;0.158;243.060;1.400;0.000;0.000;1.000
8/9/2007;01:38:00;0.116;0.000;242.650;0.600;0.000;0.000;0.000
22/7/2008;08:21:00;1.588;0.254;237.800;6.800;0.000;2.000;21.000
30/4/2009;17:05:00;0.384;0.000;245.620;1.800;0.000;0.000;0.000
5/1/2010;18:36:00;2.696;0.156;239.260;11.200;0.000;0.000;18.000
19/9/2009;20:06:00;1.550;0.118;239.070;6.400;0.000;0.000;0.000
5/5/2007;07:52:00;1.444;0.088;232.900;6.200;0.000;2.000;16.000
24/4/2007;21:53:00;1.584;0.080;235.420;6.600;2.000;0.000;0.000
5/2/2007;14:02:00;0.398;0.154;241.420;1.800;0.000;0.000;0.000
7/6/2010;12:24:00;0.250;0.074;243.160;1.000;0.000;0.000;1.000
4/1/2007;07:36:00;2.274;0.000;239.200;9.400;0.000;0.000;0.000
19/5/2007;05:26:00;0.292;0.052;235.090;1.200;0.000;0.000;0.000
16/9/2008;06:30:00;1.292;0.062;238.180;5.400;0.000;0.000;18.000
11/8/2007;00:48:00;1.146;0.000;235.350;4.800;0.000;0.000;17.000
17/1/2008;11:04:00;1.370;0.078;239.870;5.600;0.000;0.000;18.000
8/10/2010;08:43:00;1.416;0.050;238.760;5.800;0.000;0.000;18.000
16/10/2009;16:23:00;1.780;0.166;240.560;7.400;0.000;0.000;18.000
19/2/2007;16:57:00;0.252;0.000;244.300;1.000;0.000;0.000;0.000
27/1/2009;15:55:00;0.550;0.370;247.310;2.600;0.000;1.000;0.000
31/8/2010;01:52:00;0.254;0.066;240.950;1.000;0.000;0.000;1.000
17/8/2009;13:52:00;0.178;0.046;240.970;0.800;0.000;0.000;0.000
29/6/2010;05:12:00;0.240;0.104;240.460;1.000;0.000;1.000;1.000
19/2/2009;07:25:00;1.478;0.048;239.770;6.000;0.000;0.000;17.000
17/9/2010;13:23:00;0.380;0.046;242.590;1.600;0.000;2.000;1.000
17/12/2008;01:47:00;0.270;0.000;243.430;1.200;0.000;0.000;0.000
8/5/2009;08:59:00;1.518;0.000;239.530;6.200;0.000;0.000;18.000
13/10/2008;09:33:00;1.422;0.096;239.510;5.800;1.000;0.000;18.000
18/5/2008;15:53:00;0.336;0.234;241.350;1.800;0.000;0.000;1.000
3/2/2009;02:45:00;0.244;0.000;247.090;1.000;0.000;0.000;0.000
29/9/2007;04:51:00;0.222;0.000;242.540;1.000;0.000;0.000;0.000
24/12/2006;08:53:00;0.858;0.086;243.620;5.200;0.000;0.000;0.000
28/3/2010;15:10:00;0.466;0.268;241.310;2.200;0.000;0.000;0.000
2/2/2007;15:56:00;0.270;0.000;241.710;1.200;0.000;0.000;0.000
1/3/2007;00:59:00;0.218;0.000;242.420;0.800;0.000;0.000;0.000
1/6/2010;15:39:00;1.430;0.000;241.800;5.800;0.000;0.000;19.000
2/3/2007;15:21:00;0.302;0.116;242.180;1.200;0.000;1.000;0.000
23/10/2010;07:27:00;2.002;0.000;239.860;8.200;0.000;0.000;18.000
26/3/2007;09:29:00;1.796;0.000;239.180;7.600;0.000;0.000;18.000
25/1/2009;18:58:00;1.248;0.060;237.520;5.200;0.000;0.000;18.000
18/11/2009;00:58:00;0.294;0.082;241.550;1.200;0.000;1.000;0.000
29/6/2010;03:08:00;0.350;0.212;240.630;1.600;0.000;0.000;1.000
27/1/2007;04:44:00;0.228;0.000;246.150;1.000;0.000;0.000;0.000
19/4/2008;09:52:00;1.930;0.046;238.980;8.000;0.000;0.000;18.000
28/7/2008;20:39:00;0.422;0.106;242.630;2.000;0.000;0.000;1.000
21/9/2008;14:10:00;1.444;0.240;239.240;6.000;0.000;2.000;18.000
1/6/2009;17:39:00;0.260;0.000;242.730;1.400;0.000;0.000;1.000
10/11/2009;08:41:00;1.352;0.092;238.660;5.600;0.000;0.000;18.000
6/9/2010;00:29:00;0.952;0.290;242.840;4.000;0.000;0.000;11.000
21/1/2010;22:49:00;2.130;0.218;241.290;8.800;0.000;1.000;18.000
18/1/2009;19:25:00;2.806;0.378;237.110;11.800;1.000;2.000;18.000
9/5/2010;17:56:00;0.368;0.078;240.530;1.600;0.000;0.000;1.000
11/9/2007;19:41:00;0.224;0.132;241.910;1.000;0.000;0.000;0.000
4/6/2007;20:09:00;0.554;0.368;233.420;2.800;0.000;2.000;0.000
10/12/2008;06:54:00;2.290;0.156;244.760;9.400;0.000;0.000;18.000
6/10/2008;14:44:00;0.360;0.078;241.180;1.600;0.000;0.000;1.000
28/10/2008;23:46:00;1.880;0.324;241.880;7.800;0.000;0.000;0.000
7/4/2007;02:40:00;0.242;0.000;241.530;1.000;0.000;1.000;0.000
8/2/2009;06:56:00;0.246;0.000;244.170;1.200;0.000;0.000;0.000
2/1/2010;11:09:00;0.312;0.120;242.310;1.400;0.000;1.000;1.000
14/1/2009;16:23:00;0.214;0.000;247.880;0.800;0.000;0.000;0.000
4/1/2007;18:33:00;2.608;0.254;237.120;11.000;0.000;1.000;17.000
14/3/2008;22:45:00;0.304;0.000;242.130;1.200;0.000;0.000;0.000
4/2/2007;21:17:00;3.356;0.086;236.180;14.200;0.000;0.000;17.000
26/6/2008;17:28:00;0.208;0.092;241.560;0.800;0.000;0.000;1.000
7/7/2007;15:51:00;0.222;0.116;239.450;1.000;0.000;0.000;0.000
18/11/2008;20:27:00;1.230;0.000;237.750;5.200;0.000;0.000;0.000
29/6/2009;01:37:00;0.232;0.100;243.040;1.000;0.000;0.000;1.000
22/10/2009;22:19:00;0.596;0.000;243.020;2.400;0.000;0.000;0.000
6/6/2007;02:28:00;0.316;0.162;235.390;1.400;0.000;1.000;0.000
18/11/2007;15:34:00;0.442;0.106;246.530;1.800;0.000;0.000;0.000
7/8/2007;16:58:00;1.878;0.110;232.200;8.000;0.000;0.000;17.000
28/12/2008;07:18:00;1.336;0.048;247.490;5.400;0.000;0.000;0.000
18/3/2008;02:02:00;0.224;0.000;244.150;1.000;0.000;0.000;0.000
19/8/2010;14:15:00;?;?;?;?;?;?;
13/3/2007;22:25:00;2.378;0.198;240.470;9.800;0.000;0.000;0.000
5/10/2009;16:37:00;0.294;0.064;243.440;1.200;0.000;0.000;1.000
22/2/2007;15:57:00;0.394;0.088;242.880;1.600;0.000;0.000;0.000
20/9/2008;22:15:00;0.412;0.362;239.930;2.200;0.000;2.000;1.000
16/3/2007;03:54:00;0.778;0.066;242.850;3.200;0.000;0.000;0.000
15/9/2007;06:14:00;0.174;0.000;240.210;0.800;0.000;0.000;0.000
24/6/2009;09:18:00;1.358;0.192;239.270;5.600;0.000;0.000;19.000
28/5/2010;17:10:00;1.336;0.136;238.930;5.600;0.000;0.000;18.000
15/12/2009;12:53:00;1.454;0.064;247.010;5.800;0.000;0.000;19.000
30/11/2008;10:32:00;0.948;0.096;241.860;3.800;0.000;0.000;0.000
23/2/2007;20:21:00;0.308;0.078;240.120;1.400;0.000;0.000;0.000
23/12/2008;13:15:00;0.634;0.000;240.710;3.000;0.000;0.000;0.000
26/1/2007;23:31:00;0.828;0.272;244.080;3.600;2.000;1.000;0.000
7/8/2007;17:46:00;2.676;0.000;233.510;11.400;0.000;36.000;0.000
22/5/2008;13:22:00;0.320;0.252;239.390;1.600;0.000;1.000;0.000
1/4/2009;00:12:00;2.078;0.164;243.870;8.600;0.000;0.000;0.000
14/6/2008;09:00:00;0.358;0.230;239.910;1.800;0.000;0.000;0.000
1/6/2009;14:36:00;1.640;0.344;241.350;7.000;1.000;1.000;18.000
19/10/2009;16:05:00;0.230;0.000;245.030;0.800;0.000;0.000;0.000
29/8/2008;21:22:00;0.186;0.144;238.230;1.000;0.000;0.000;0.000
17/7/2007;15:59:00;0.362;0.304;233.620;2.000;0.000;1.000;0.000
1/8/2007;03:57:00;0.276;0.228;237.650;1.400;0.000;0.000;0.000
28/5/2010;22:02:00;3.152;0.300;234.910;13.600;36.000;0.000;5.000
9/3/2010;09:16:00;1.372;0.000;241.410;5.600;0.000;0.000;18.000
25/11/2010;18:28:00;1.854;0.144;237.670;7.800;0.000;0.000;0.000
16/12/2008;10:35:00;1.368;0.000;244.000;5.600;0.000;0.000;18.000
27/10/2008;13:33:00;0.206;0.050;242.460;0.800;0.000;0.000;0.000
11/1/2007;03:50:00;0.216;0.000;243.940;1.000;0.000;0.000;0.000
7/4/2007;14:55:00;0.246;0.000;244.950;1.000;0.000;1.000;0.000
3/6/2008;16:13:00;0.844;0.000;234.000;3.600;0.000;0.000;1.000
15/2/2010;18:56:00;2.158;0.134;238.610;9.000;0.000;0.000;19.000
8/8/2007;17:26:00;0.170;0.000;237.780;0.800;0.000;1.000;0.000
22/2/2008;19:53:00;1.452;0.096;241.040;6.000;0.000;0.000;0.000
22/10/2008;09:18:00;1.566;0.194;239.970;6.600;0.000;0.000;18.000
24/4/2009;03:59:00;0.480;0.244;242.000;2.200;0.000;0.000;1.000
5/11/2010;02:11:00;0.286;0.000;249.170;1.200;0.000;0.000;1.000
30/4/2009;18:38:00;1.956;0.174;242.110;8.000;0.000;2.000;18.000
25/9/2010;12:29:00;?;?;?;?;?;?;
2/10/2007;22:15:00;2.162;0.000;237.440;9.000;0.000;1.000;17.000
1/4/2008;21:42:00;2.298;0.232;240.180;9.600;1.000;0.000;18.000
11/7/2007;08:16:00;1.462;0.250;242.050;6.000;1.000;1.000;18.000
16/6/2008;09:34:00;1.288;0.134;238.410;5.400;0.000;0.000;18.000
